mean_r,mean_g,mean_b,std_r,std_g,std_b,lab_L,lab_a,lab_b,sharpness,entropy,edge_density
112.33984375,120.61328125,34.873046875,23.3785453189,26.4879258198,25.8185052052,48.5326362943,-13.9167510812,41.5477876955,0.0135390041396,4.118774351,0.4052734375
85.140625,84.7294921875,81.353515625,42.0694616035,41.3379751888,42.4450014926,35.3308604984,-0.517203550981,2.08972417465,0.0230871718377,4.88170610802,0.609375
124.373046875,125.5703125,125.075195312,50.416928659,49.5963485604,47.8864135583,51.9284081078,-0.308617463986,0.0476212154991,0.0451835356653,5.00276172309,0.6728515625
119.920898438,108.137695312,80.453125,52.9402171747,41.1874950797,37.2712521957,45.5864802069,-0.107762702429,17.2202483228,0.0350408181548,4.83927167522,0.560546875
127.750976562,118.970703125,86.150390625,55.5070510286,51.4660378108,39.0437810129,49.1318302552,-1.92459566328,18.9165288652,0.0345498248935,4.77680904094,0.5546875
114.297851562,102.55078125,90.439453125,55.6346739768,53.7680870674,51.7709823678,43.2088404807,2.74064901986,8.51034448521,0.0424695014954,5.01824317118,0.5888671875
107.583007812,106.895507812,104.602539062,50.1842400904,52.5613278271,55.7398326053,44.261924993,-0.0955115152409,1.57185761819,0.0133231794462,4.8626065322,0.4091796875
110.271484375,117.9921875,91.296875,34.532996666,37.3994999327,30.8735410523,47.9274949279,-7.62042244155,13.5206873878,0.0251568481326,4.75647911754,0.6298828125
134.79296875,133.788085938,107.709960938,60.5217718878,58.8790721012,62.0242270772,55.1969463616,-2.77502941203,15.6613369254,0.0340245813131,5.21844442248,0.6845703125
127.250976562,122.149414062,93.125,47.5353127273,45.7889620173,37.9865056221,50.3768454556,-2.86429699426,16.3973587854,0.0202976390719,4.93720620891,0.6201171875
169.876953125,150.643554688,131.231445312,48.0554336492,53.3512543918,56.9004076787,63.1940324518,4.47036940525,13.5343601274,0.0704232677817,5.15629619171,0.744140625
171.083984375,161.935546875,148.841796875,56.7305925769,64.6285037893,68.4011059845,66.2174484114,1.55945498526,8.46170326911,0.0722085386515,5.15487761703,0.8740234375
91.16796875,96.8544921875,98.57421875,45.6793245654,73.4677684918,67.1435638275,41.1778030476,1.10304511232,1.46585896209,0.034879989922,5.17516638226,0.728515625
116.171875,124.694335938,79.1875,43.7834219438,40.5400954972,30.7907187213,50.2987323917,-10.5633591072,23.7661848733,0.0413002371788,4.90311939616,0.806640625
121.97265625,121.97265625,121.97265625,57.3886424615,57.3886424615,57.3886424615,50.1882183298,0.00437465167361,0.00200117168557,0.0375800207257,5.23499507357,0.744140625
112.005859375,117.219726562,102.47265625,70.130709193,69.3634672391,76.2058865374,47.0178817252,-4.79056167051,7.96901259724,0.0594666749239,5.14176599518,0.7333984375
143.530273438,101.108398438,78.447265625,59.7843215161,41.7567706871,29.7338314839,46.0801700573,14.0337704883,19.3204437697,0.0159190222621,4.8738883595,0.392578125
136.405273438,157.685546875,125.986328125,39.4385500495,34.1627073335,39.5702723481,62.407310719,-13.4975762623,14.2326193529,0.018551107496,4.84300840239,0.5048828125
163.990234375,154.729492188,115.361328125,59.4428551605,57.9008115138,42.5786302561,62.989161062,-2.65525411108,21.5689497359,0.0365809090436,5.1225464779,0.67578125
169.80078125,178.043945312,183.680664062,64.3956229055,71.0673166688,79.601403104,70.9718452313,-1.29095170095,-3.34267222284,0.0422936454415,4.7934818703,0.4228515625
125.102539062,115.147460938,103.897460938,59.430420134,54.9139306434,50.5738962107,48.2026523969,1.96714063782,7.56162064674,0.0415231212974,5.19914716039,0.71875
109.708984375,93.27734375,68.1845703125,45.6175430266,41.2331314275,35.0963811933,40.0344728376,2.9597426739,16.6688338539,0.0609248578548,4.9533033273,0.8291015625
88.494140625,77.748046875,49.0361328125,58.156375645,50.3396374416,44.4528769005,32.4310384866,0.0539304323292,18.001848908,0.0361337549984,4.93183550908,0.7314453125
69.29296875,45.3701171875,41.9921875,39.711509831,28.2823156841,27.687181458,21.1549353615,10.0687098617,6.2453613533,0.00393984932452,4.64099322372,0.1845703125
126.854492188,123.635742188,92.48046875,20.5592065974,23.8746141133,22.2033748089,51.3152137851,-3.87829380868,17.5629607876,0.0108665693551,4.34151078642,0.44140625
133.962890625,91.39453125,63.36328125,51.4955682051,44.6778246669,36.918206406,42.0905012437,14.2940527582,23.0904279106,0.0182789061219,5.0018801504,0.40234375
154.51953125,152.961914062,144.897460938,70.5993012521,70.5012017479,73.7794183474,62.0661423377,-0.688413489856,4.72881640653,0.0512471012771,5.04350798755,0.716796875
161.095703125,144.595703125,132.731445312,81.7609094229,94.7971550551,97.9769441722,59.2497988552,5.57466496935,9.56874118413,0.0330361425877,4.72995231774,0.51171875
116.41796875,94.80078125,82.5380859375,36.1317185223,36.9441005018,31.117194595,41.8707762784,6.9145873234,10.6863192119,0.0305781792849,4.72657491021,0.6884765625
147.463867188,123.053710938,118.666992188,70.4448106724,73.5971273502,80.7582440907,52.5197234664,9.58495926699,6.7092682389,0.0295226722956,5.38668834229,0.7197265625
105.43359375,97.1953125,91.1943359375,50.1352027917,48.6805288003,47.4673441113,41.2888303295,2.72363451242,4.98797776133,0.0599366091192,5.0933471891,0.83203125
112.989257812,108.4453125,86.2724609375,60.1248772237,52.5305801703,46.0830494295,44.8629374708,-1.71784184456,12.9274217823,0.04870191589,5.17188592371,0.8525390625
128.793945312,127.96875,129.749023438,56.4736830515,53.5790431716,49.3810963308,52.9395678646,0.880470736986,-1.00373718571,0.0386807657778,5.12168183153,0.763671875
153.809570312,143.016601562,127.094726562,54.7662635146,55.8948922729,55.3724587764,59.2500263559,1.56541270079,10.0732885771,0.0268868505955,5.05180339776,0.5673828125
161.212890625,149.986328125,155.043945312,31.7732688762,31.6546891365,40.1105287191,63.0238657742,5.51643048426,-0.886140040234,0.0296173077077,4.61356554021,0.4072265625
144.252929688,132.818359375,137.470703125,50.2473130813,51.6117020445,57.0437325474,55.9140020746,5.45563357349,-0.577889111283,0.0423299446702,5.05735351593,0.5927734375
159.57421875,154.3125,147.029296875,86.2627841487,90.3837953881,97.2538113865,62.1345050403,1.43624600277,5.2351219251,0.0693089962006,4.41700811531,0.5390625
121.759765625,123.8671875,124.455078125,44.9285120352,40.9081232561,43.3101092142,51.3991555559,0.119881626657,-0.469688455433,0.03160116449,4.3822673787,0.416015625
163.122070312,163.122070312,163.122070312,44.928521152,44.928521152,44.928521152,66.5498822602,0.00549329346127,0.00251289205503,0.0214360170066,4.94669959175,0.5595703125
160.239257812,85.330078125,46.8115234375,60.3525157233,55.6526479182,52.9077047203,44.7109946453,27.8593783494,35.9429408291,0.0397297218442,5.02061469439,0.55859375
81.189453125,74.0224609375,72.5400390625,73.1789681065,61.260302732,61.0162020491,30.9899672964,3.85648793767,2.10237247033,0.0669222697616,5.06340004291,0.744140625
99.05078125,94.3544921875,85.6806640625,37.8563196427,39.028989618,39.0479044876,39.9057330545,0.610426995782,5.83008725374,0.0669810473919,4.89379767028,0.82421875
147.71484375,140.056640625,123.573242188,72.0541295983,70.3817902672,63.9322036757,57.3031452576,0.414296430642,9.79367333812,0.0653767436743,5.05018438633,0.6455078125
116.8515625,116.842773438,92.5947265625,35.2205306435,31.4792790002,29.8190966811,48.3399148549,-4.39752399425,13.5544677367,0.0156333632767,4.69598226517,0.482421875
176.905273438,160.362304688,111.443359375,50.5445716392,46.0911395973,49.8203678977,66.0805977497,-0.197253100802,27.1058433451,0.0717206448317,4.80158068608,0.6748046875
128.008789062,127.594726562,108.830078125,47.1131546048,44.8347531428,54.4046473916,52.4488847333,-3.25857952161,10.6522336532,0.0344148240983,4.98597922264,0.6650390625
107.8359375,101.1640625,69.3330078125,50.1075838421,51.9231180966,36.3188387908,41.9420775231,-2.06915905444,18.4013587234,0.0375001057982,4.92983715683,0.783203125
129.252929688,127.725585938,112.0546875,30.9343352423,30.8911883429,29.7692121772,52.9507441061,-2.28906953325,8.74243661278,0.0183087550104,4.72320677878,0.638671875
146.208984375,126.737304688,76.7919921875,66.5486141425,58.0947193888,43.3544022412,52.8393195033,0.593957650985,28.9350174257,0.038453951478,4.98304146898,0.6748046875
160.969726562,125.087890625,96.8740234375,30.6879146727,21.0293714299,12.8832175317,55.1524876609,9.958038283,20.6853793665,0.0141813410446,4.36220500656,0.4228515625
101.724609375,102.481445312,95.4677734375,68.1471891891,68.628327329,69.4512175394,41.6427499063,-1.65437229344,3.93895472536,0.0307614989579,5.20953340645,0.6572265625
120.069335938,104.258789062,99.306640625,29.254207716,39.0549295276,46.7493912356,45.1698368195,6.19607996445,5.85655917281,0.00627344846725,4.70618058246,0.322265625
145.765625,123.645507812,121.600585938,61.7772566837,53.6221619235,50.8014444427,52.9656999841,8.30919845774,4.21326084105,0.0549858473241,5.04523398443,0.650390625
160.68359375,144.543945312,114.76171875,52.2041280057,43.8306402182,39.3290637226,60.2078775704,1.37600006141,17.9924320728,0.0392164252698,4.86066194343,0.5595703125
98.7685546875,91.5751953125,42.982421875,55.9662299428,58.6035925897,53.0073484329,37.4926342096,-3.31410709197,27.2744045212,0.0370573885739,5.05925827246,0.7646484375
157.556640625,148.84765625,140.205078125,50.358894708,60.9554960156,64.2629860842,61.3433305827,2.38529508265,6.24520982281,0.0618686899543,5.02663582953,0.6591796875
125.509765625,128.903320312,105.6640625,61.2774006181,55.9103236071,72.3218206335,52.2915027106,-5.25981746305,12.5526069505,0.0178469009697,5.05516972109,0.4912109375
148.590820312,116.916992188,91.939453125,47.1659051757,44.214873332,36.3139824097,51.6829030372,8.90665669956,19.0742642098,0.0704732239246,4.96520188997,0.8681640625
142.469726562,143.942382812,142.545898438,38.0322522147,37.7421039003,39.6198222511,59.1764545379,-0.801038970169,0.606152412871,0.0212578251958,4.51543804645,0.2890625
123.776367188,136.483398438,102.3203125,44.0765911432,39.1294141601,46.1171755887,54.8053789648,-10.7470661113,16.945960528,0.0340005159378,4.97043925979,0.615234375
120.227539062,132.796875,120.3125,55.9485497414,48.3726355002,48.8507372641,53.6847954625,-6.9000859229,5.5513120978,0.0488527789712,5.16874777202,0.802734375
131.407226562,122.26171875,114.0078125,44.0911607421,43.2881409155,46.846865906,51.3489654668,2.03239813334,5.96298321701,0.0156873371452,4.87711411559,0.3251953125
78.14453125,135.635742188,191.342773438,32.3309698388,23.4674627609,25.5536485004,55.0239041325,-1.01889563873,-34.4837425759,0.0124619184062,4.07440791143,0.26953125
141.813476562,120.724609375,114.517578125,83.0321107762,83.9976651685,77.2743418591,50.7811825227,7.34901673299,6.54593711395,0.0359697304666,5.20234265071,0.521484375
84.8134765625,70.0146484375,57.916015625,45.6932855223,33.170351918,22.6809300349,30.5533647526,4.94548397268,9.01593635116,0.0236487817019,4.70419099921,0.634765625
129.466796875,129.466796875,129.466796875,77.5896210081,77.5896210081,77.5896210081,52.5866897504,0.00445021086053,0.00203573621772,0.0331607758999,5.28835767378,0.7080078125
97.3642578125,86.873046875,82.9052734375,54.7782740549,61.4633044113,77.7860133857,36.5834989882,4.64177748053,5.08194266378,0.01702526398,4.86191173212,0.462890625
135.455078125,118.568359375,104.40234375,78.4302781386,78.0750541274,70.4494931725,49.4214749537,4.2808615341,9.99277186907,0.0311083570123,5.09753405104,0.5859375
134.931640625,128.248046875,119.706054688,88.0318724177,89.4189959244,83.8344520705,51.7903106344,1.53400637264,5.1861037745,0.0318219736218,5.09350218629,0.599609375
113.266601562,130.373046875,123.286132812,39.460673384,43.8591884803,61.8582139722,52.5542867942,-6.71518230664,2.25080044386,0.0338008701801,4.84266577638,0.4775390625
163.190429688,155.241210938,147.55078125,68.0078398098,69.2923171479,69.8409560359,63.3309224734,1.76281842539,5.18074722419,0.0339272581041,5.19953668571,0.57421875
141.955078125,129.720703125,115.135742188,75.246339804,75.9903244837,75.5638966206,53.5046018374,2.71297869012,9.8120992439,0.0381381995976,5.28192722027,0.5263671875
104.7578125,140.169921875,121.291015625,44.2668569752,63.7323384971,47.8471410186,54.5394740255,-15.2360545715,6.00518444774,0.0337459370494,5.09820824009,0.70703125
136.943359375,127.737304688,134.63671875,44.4969354067,46.8596676483,55.8000656237,53.8918683691,5.10205743579,-2.05564414214,0.0407501980662,5.1468859898,0.7939453125
169.8515625,173.078125,161.76171875,65.7910654605,67.5182682889,75.8075009905,69.1517693976,-3.12393472307,5.85595326378,0.0602452903986,5.10015462719,0.705078125
147.094726562,145.426757812,115.307617188,17.5392921484,16.3180218993,15.8666347481,59.7094894641,-4.43713607053,16.1396579733,0.00970118120313,3.8299396174,0.1494140625
107.03125,103.665039062,103.057617188,53.2567575671,49.4776238527,47.0145381499,43.3017827535,1.35886472009,0.71713227223,0.00999648403376,5.03173734796,0.48828125
132.24609375,121.090820312,100.731445312,65.6327077644,53.4204701822,51.1332048301,50.5347207751,0.556944363054,12.8551184125,0.0440950915217,5.14246419802,0.673828125
132.584960938,120.163085938,90.31640625,63.8758760978,55.9638534696,51.3754322934,49.9293915427,-0.0596904192038,18.0444188416,0.0367476791143,5.21964007907,0.73828125
149.51171875,147.373046875,125.651367188,81.8844809597,76.1040450947,83.0120034271,59.3208879173,-2.94961938028,12.2120009543,0.108014240861,5.22410306868,0.7705078125
173.236328125,167.0859375,164.696289062,48.4660078265,51.8825901591,62.4984417454,68.3706279966,2.1236550498,2.49613788293,0.0425074137747,4.8919000687,0.51171875
133.044921875,125.151367188,123.90234375,51.326029101,47.2813588284,44.2618301009,52.4276229327,2.95055658786,1.65361708303,0.0199199877679,4.73930751209,0.4208984375
122.954101562,95.5087890625,70.173828125,38.78280923,26.2065101216,23.8958322602,42.5865912673,8.32834404071,17.5787791513,0.0179242901504,4.35622177478,0.455078125
127.02734375,101.545898438,86.748046875,57.340652457,62.1055980988,54.7306347396,44.5248647942,8.58724797062,12.8887689777,0.0275508984923,4.9995867511,0.6123046875
119.754882812,118.456054688,94.0947265625,26.7920499589,25.7067678357,30.4886923763,49.151530192,-3.88235117096,13.7447255357,0.0130468001589,4.16461379482,0.3935546875
111.567382812,96.1904296875,81.7607421875,53.0168508607,50.5963640675,47.9858212888,41.0505244877,4.05591601336,10.5469430626,0.0222757719457,5.04215573372,0.5390625
101.056640625,94.369140625,82.41796875,51.1543382626,51.3325408569,47.265055362,39.443895357,0.852602631537,7.68500773634,0.0189729612321,4.98030225815,0.42578125
154.130859375,150.439453125,138.758789062,43.1774416747,41.6721796025,45.9371537072,61.9433973589,-0.50424128498,6.85268363075,0.0281973611563,4.94077358431,0.6083984375
166.250976562,176.254882812,181.313476562,39.9321262404,47.5660157577,62.0160983859,70.8490993324,-2.21549509598,-3.27683064189,0.02077806741,4.77990824117,0.4189453125
107.327148438,112.3125,89.029296875,29.4595095082,38.1267673771,27.6991567077,46.1549156498,-5.72538460722,12.3960491315,0.0302590094507,4.7095319128,0.607421875
112.9140625,109.232421875,62.716796875,52.7378025506,43.7577747957,34.6606860198,44.895072241,-5.82022147079,26.15732455,0.014858122915,4.8914171787,0.572265625
76.388671875,76.8330078125,72.2109375,65.682395352,61.1101915563,60.0489744583,31.0625787522,-0.954995628305,2.53353486944,0.0327248871326,4.93659347788,0.517578125
127.107421875,112.658203125,85.0966796875,41.7959396343,36.7986281575,30.8332116735,47.680666973,1.30314603461,17.2297014954,0.0196003168821,4.75018667937,0.5927734375
95.7861328125,94.939453125,71.5078125,44.2269776255,38.2087226995,47.3295661251,39.2541253219,-3.94316057237,13.8016889427,0.0216773599386,4.82649409241,0.5673828125
140.631835938,156.239257812,119.248046875,48.9525858986,44.982118646,59.3502497436,62.0273288469,-11.9966237097,17.7203766902,0.0388017855585,5.16792082504,0.794921875
143.986328125,144.3046875,139.0390625,51.5834409048,51.0248191131,51.0053271335,58.9117494786,-1.09890853939,2.77667705033,0.029019150883,4.66334394403,0.419921875
151.27734375,132.288085938,52.4521484375,38.7198374844,33.745428143,23.9502588238,55.2188872173,-2.38028342907,43.9325584978,0.0213202983141,4.64574728845,0.634765625
93.41796875,83.4697265625,79.400390625,59.4229174193,61.457517256,60.6266900525,35.2356546028,3.05810210265,3.56951395242,0.02503605932,4.90972600824,0.66796875
151.01171875,151.01171875,151.01171875,103.366062281,103.366062281,103.366062281,59.8090275911,0.00491313330623,0.00224749794611,0.0889203622937,3.97929013919,0.5625
108.711914062,100.647460938,72.9873046875,46.8217198724,41.1416158184,40.3806937133,42.1557151607,-1.46384831856,16.9225709545,0.0242054089904,4.82473337373,0.60546875
147.638671875,149.734375,141.544921875,55.8446008311,59.2224829793,59.3939438003,60.6685630737,-2.06005707467,4.2075398144,0.0339050740004,4.84359717732,0.5087890625
71.29296875,93.5517578125,79.0927734375,41.4950828856,52.0650252317,42.0396737205,36.7577089121,-10.9158137984,5.46887931063,0.0167670212686,4.92242870044,0.595703125
171.671875,134.05859375,106.807617188,52.1013487072,57.9454761599,59.3498886091,58.4259436604,11.541057543,20.7810731361,0.0719909518957,5.17903309902,0.79296875
137.369140625,133.63671875,126.874023438,42.6002318166,44.4153300377,43.4477365301,55.5573821907,0.878995169719,4.3099259632,0.0379843562841,4.94387054866,0.7880859375
127.6484375,150.678710938,128.025390625,37.5770489386,42.820201131,42.7175879945,59.6204569635,-12.4215598966,9.40202012788,0.0325585193932,4.92702740404,0.4169921875
122.389648438,116.162109375,112.09375,37.1664269373,36.3017557502,35.3124585177,49.0168137785,1.68571952609,3.13101438568,0.00984349288046,4.56088986897,0.326171875
65.3564453125,73.6201171875,70.0625,32.2524662553,25.4664152608,22.8603949277,30.2989641755,-3.64710952724,1.05526449208,0.0188412107527,4.47746992872,0.6005859375
151.840820312,164.416015625,129.063476562,28.420892364,27.5946662034,33.8202520288,65.6339448428,-10.1789784184,16.803254573,0.0196754485369,4.27344512684,0.3837890625
134.478515625,117.235351562,103.3515625,62.5204148482,61.5111483185,49.1900753525,49.4496566259,4.81808367067,9.63826186334,0.0381807163358,5.04020022668,0.658203125
128.665039062,98.998046875,87.4951171875,55.4142611629,39.5642524801,31.3782053826,44.0231919638,10.1872591589,10.7726644991,0.0264101065695,4.82653154699,0.5888671875
104.08203125,104.08203125,104.08203125,56.9391903338,56.9391903338,56.9391903338,42.8747516289,0.00390835727386,0.00178786662362,0.0208905823529,5.07130230285,0.5908203125
140.584960938,102.931640625,62.0263671875,35.9437577215,31.1605472031,28.8779470913,46.3182428977,10.4676359981,28.7097680423,0.0130855049938,4.66841102024,0.3876953125
108.529296875,76.8447265625,55.609375,98.869978149,78.7657121697,63.1325935253,34.313200344,10.3643330625,16.183446508,0.0286354795098,4.70818546397,0.6015625
129.221679688,132.969726562,131.578125,86.0025701305,87.9662580771,88.1692029544,53.2393933239,-1.56124691556,0.364182627962,0.0346711426973,5.10507301852,0.5048828125
154.479492188,127.447265625,114.73046875,85.9896181128,86.8657433937,80.3005074301,53.81281831,9.10621754431,11.1851836963,0.0684188678861,5.07732050423,0.5595703125
168.206054688,168.206054688,168.206054688,29.3233509111,29.3233509111,29.3233509111,68.7425617232,0.00564580347978,0.00258265746286,0.00856620725244,4.29130296962,0.3779296875
105.795898438,85.244140625,57.595703125,44.8135061643,41.324801554,39.6007987645,37.0974215121,4.64565415778,19.2458658545,0.0220011491328,4.59826599541,0.5224609375
186.579101562,187.740234375,189.25390625,83.3628621739,82.1835960476,80.5888483895,74.6056080686,-0.113200167055,-1.02726218613,0.033508758992,3.89453410503,0.4287109375
140.014648438,137.91796875,84.38671875,48.5232585608,48.0700488766,38.3692083803,56.0683607866,-7.20464705314,28.7230976809,0.0389663204551,5.04784072707,0.8232421875
193.411132812,161.922851562,100.467773438,15.9272612052,20.6802976812,34.9151166073,68.1368375687,4.08666209041,35.7604371314,0.0120943393558,4.27057062435,0.37109375
58.42578125,70.1875,56.6552734375,37.5621926903,42.9179813714,39.968656073,27.7697995413,-6.8112281988,6.27416948401,0.00864216499031,4.60245023543,0.3837890625
121.165039062,109.326171875,73.39453125,50.2231651412,45.7123848375,54.0953170752,46.276770485,0.0559595930913,22.1635449895,0.0569071173668,4.92455232142,0.7001953125
116.955078125,103.993164062,89.7109375,52.0715584631,48.4867788857,43.2865682371,44.1653472726,2.90784731397,9.79639464209,0.0546134486794,4.94886815416,0.7861328125
169.810546875,158.56640625,145.986328125,68.5178983096,64.0503607735,54.0737145936,64.9913259128,2.23019911717,7.70467696497,0.0267365016043,5.01350338491,0.5244140625
151.756835938,159.291992188,166.689453125,18.8711826683,25.8397573687,39.9529416315,65.2509950938,-0.417386260688,-4.32488227927,0.00703532807529,4.51598707646,0.3076171875
159.69921875,153.10546875,147.068359375,45.6495370597,48.6714773196,56.7938914695,63.1680559452,1.84686373702,4.33136725284,0.0182375255972,4.85075222857,0.453125
62.4052734375,72.6318359375,38.853515625,51.8454623316,50.7116754361,33.882725528,28.4318410391,-8.93749829372,17.0269258349,0.0909007489681,4.80729334171,0.6181640625
127.518554688,126.302734375,121.505859375,42.4669178167,41.6384896538,41.8392100418,52.3871534872,-0.497700270472,2.79799447125,0.0550691336393,4.99942139421,0.73046875
78.630859375,85.3876953125,66.048828125,56.6916555881,55.8809166065,50.3496908214,34.1773226388,-6.12638554027,10.0223111921,0.0259825475514,4.70419846315,0.3505859375
105.319335938,68.0771484375,48.4697265625,55.3494454398,49.3774020902,40.0561503052,32.2763985554,13.6015736147,18.460572342,0.0309136584401,4.93800906592,0.51171875
107.036132812,117.118164062,76.048828125,41.799321343,35.3974462542,36.3195931997,47.3315731304,-10.9177653383,21.557941098,0.0169150270522,4.88283942232,0.6201171875
178.764648438,148.529296875,89.814453125,35.0367312877,40.9738521934,40.4861659688,62.7926599249,4.17915174842,35.1280972058,0.020147036761,4.90543960321,0.537109375
135.168945312,139.759765625,130.833984375,64.8367072415,67.4511028214,69.5375613522,56.3692747738,-3.2406939956,4.31058968201,0.0123261399567,5.16875544792,0.517578125
97.732421875,116.779296875,125.51171875,86.58355274,70.3170979128,55.3578368169,48.093649367,3.39486921093,-6.98780388091,0.0395628064871,5.27726487194,0.6279296875
169.135742188,139.282226562,105.53125,27.8829187855,26.826836139,23.5715126994,59.7506268172,6.53879629329,22.2836619583,0.0252209287137,4.53393574267,0.568359375
145.545898438,138.513671875,149.821289062,56.5063761852,61.5320499614,55.476014453,57.7335103723,5.26566289226,-5.28937016424,0.0298986937851,4.88676693291,0.595703125
110.116210938,124.326171875,89.677734375,32.6374971709,27.3624946214,31.650768472,50.0854897321,-11.4353706281,17.3909579622,0.0146012175828,4.58673562731,0.31640625
115.212890625,124.076171875,100.704101562,35.1773352026,27.1074622631,26.9973476485,50.6214275781,-7.7581892142,11.8497555616,0.0227626040578,4.2844119983,0.3701171875
113.30859375,118.782226562,99.984375,50.8152528887,61.3686863202,42.5897919795,48.0494069255,-4.95652767969,9.15426670367,0.015432712622,4.99184380898,0.5654296875
109.419921875,111.129882812,103.448242188,41.739700189,50.1333546418,38.9646682009,45.8755071843,-1.63390497699,3.84290768435,0.0325563438237,4.92526890389,0.619140625
62.947265625,82.08203125,38.822265625,53.1430406164,50.2736370613,53.273319171,31.6697430636,-14.9516559072,22.1664858691,0.0220754109323,4.52127593321,0.3359375
108.219726562,126.73046875,61.7578125,53.0372580709,57.4346062364,34.7630362449,49.5072758918,-16.9778483659,31.659024191,0.0569831952453,4.96930755557,0.783203125
124.784179688,116.001953125,101.881835938,43.6286856398,40.9388119553,46.3446529555,48.8447338428,1.18177788471,9.21523920979,0.0329447686672,5.02987313712,0.7255859375
119.1953125,111.443359375,93.3759765625,34.1602802045,31.2317558438,27.5613351693,46.9179494402,-0.129327002976,11.0924642165,0.0297669563442,4.60769294345,0.5322265625
152.124023438,133.9453125,122.896484375,54.8027112217,65.2809802644,52.0405399678,56.6167747765,5.71614995332,8.77129303019,0.0669381767511,5.18329025148,0.841796875
90.001953125,81.2412109375,86.9140625,59.9196075687,62.7771155067,63.3249342854,34.2675671041,5.11177988496,-1.79170994124,0.032548815012,5.00476255694,0.58984375
96.6240234375,106.8203125,78.203125,72.7099213661,75.8221019882,66.5274096913,41.8780672382,-8.37099401531,13.8409207426,0.0366233661771,5.07935905281,0.615234375
96.73046875,106.8828125,92.2109375,72.4084794743,77.4380670978,72.0739260612,42.4928527475,-6.35012141066,6.65027494086,0.0379188992083,5.0261695115,0.630859375
121.856445312,106.026367188,98.9794921875,33.1251164128,27.693183109,28.7136075601,45.9137894936,5.31616603923,6.28707331318,0.0151889696717,4.44664330708,0.3203125
112.364257812,89.5986328125,92.908203125,47.103372149,93.6970060538,89.6088906978,41.6440127244,11.8304312294,7.31726754497,0.0402659475803,4.88848171444,0.5341796875
146.291015625,144.234375,128.994140625,59.0439726012,52.8924113435,62.6716390456,59.3698697601,0.126842966028,9.12518904708,0.0714664980769,5.0453009906,0.6416015625
110.822265625,107.755859375,97.1787109375,56.3857706274,52.7550257237,52.3272296308,44.7311667506,-0.750222105164,6.57677685126,0.0233996771276,5.0042731626,0.5595703125
139.865234375,138.063476562,127.448242188,71.5659210587,73.8598683347,72.4339223181,56.0335351866,-0.880846240739,5.90223946608,0.0775250196457,5.21586507925,0.7373046875
136.921875,84.0107421875,23.193359375,89.453275109,62.8804738068,33.7363357009,40.1274472957,17.5509329059,37.3224209093,0.0469781979918,5.01036493968,0.724609375
