mean_r,mean_g,mean_b,std_r,std_g,std_b,lab_L,lab_a,lab_b,lch_L,lch_C,lch_h,michelson,rms_contrast,local_contrast,sharpness,entropy,edge_sobel,edge_canny,n_components,comp_area_mean,comp_ecc_mean,hog_norm,palette_0_rgb,palette_1_rgb,palette_2_rgb,palette_0_prop,palette_1_prop,palette_2_prop,warm_prop,cold_prop,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,huebin_0,huebin_1,huebin_2,huebin_3,huebin_4,huebin_5,huebin_6,huebin_7,hog_c0,hog_c1,hog_c2,hog_c3,hog_c4,hog_c5,hog_c6,hog_c7,hog_c8,hog_c9,hog_c10,hog_c11,hog_c12,hog_c13,hog_c14,hog_c15
113.581054688,94.22265625,52.33203125,41.1470219398,45.0467339182,34.503978334,40.9584240713,3.03043114866,26.3391087871,40.9584240713,31.2891821657,76.6794648984,1.0,0.159705802798,0.119262777269,0.0618837028742,4.88018596016,0.7626953125,0.3359375,1,781.0,0.334255397919,3.0,"[113, 94, 44]","[160, 143, 95]","[64, 41, 22]",0.4921875,0.26171875,0.24609375,0.7724609375,0.0048828125,0.0859375,0.0947265625,0.0908203125,0.1123046875,0.12890625,0.1025390625,0.076171875,0.0859375,0.07421875,0.1484375,0.734375,0.1982421875,0.0400390625,0.0009765625,0.0,0.0068359375,0.0048828125,0.0146484375,0.0174812451005,0.0192341003567,0.19804340601,0.265134602785,0.265134602785,0.0318621732295,0.0393019430339,0.0197608731687,0.0384069941938,0.142261505127,0.176402360201,0.265134602785,0.204273745418,0.168990835547,0.097520917654,0.0814442411065
128.861328125,135.280273438,126.365234375,40.7246651089,50.0046146457,66.6670789547,55.1371438486,-3.25576973568,4.68209591236,55.1371438486,14.5101669645,145.780331003,0.805497586727,0.190158724785,0.0871317461133,0.0154064409435,4.6086267585,0.47265625,0.1650390625,8,60.5,0.612143639495,3.0,"[128, 124, 101]","[171, 208, 237]","[43, 45, 43]",0.6484375,0.2353515625,0.1162109375,0.4697265625,0.3203125,0.0400390625,0.0810546875,0.072265625,0.1201171875,0.2001953125,0.19140625,0.0595703125,0.064453125,0.060546875,0.1103515625,0.2763671875,0.375,0.0302734375,0.021484375,0.2919921875,0.0029296875,0.001953125,0.0,0.00557905575261,0.00398658961058,0.00515844486654,0.030293609947,0.358312427998,0.0968064293265,0.0030943644233,0.0,0.00242551136762,0.0108035998419,0.19652557373,0.103190161288,0.0620439276099,0.358312427998,0.111540041864,0.00184034788981
130.25,157.572265625,188.056640625,34.0912722519,44.7372172336,62.4342522526,63.47570772,-1.84033598808,-18.2781207727,63.47570772,19.5994393885,242.632805337,0.850760698318,0.169947654009,0.109733134508,0.0464954636991,4.71214874538,0.646484375,0.3017578125,3,220.666666667,0.794379504084,3.0,"[150, 188, 234]","[126, 143, 160]","[64, 70, 71]",0.55859375,0.2880859375,0.1533203125,0.0830078125,0.9052734375,0.08984375,0.1044921875,0.0498046875,0.115234375,0.1552734375,0.103515625,0.0517578125,0.0859375,0.083984375,0.16015625,0.0546875,0.029296875,0.01171875,0.0185546875,0.8759765625,0.0048828125,0.0009765625,0.00390625,0.235078960657,0.115632906556,0.159236952662,0.0774764195085,0.0351237654686,0.0240423977375,0.0065161222592,0.0378667116165,0.170309051871,0.251629978418,0.181957691908,0.212989494205,0.180583372712,0.2160448879,0.174848482013,0.0773417577147
69.0390625,69.4228515625,68.9775390625,69.4484579949,71.4350113389,72.3008477229,28.1108600727,-0.101653258013,0.269735769743,28.1108600727,2.90557762164,130.136176621,1.0,0.278482735157,0.146546423435,0.0342765152454,4.75430055447,0.521484375,0.169921875,2,267.0,0.538406779679,3.0,"[10, 10, 10]","[83, 80, 79]","[181, 186, 187]",0.4912109375,0.2900390625,0.21875,0.5947265625,0.3681640625,0.0361328125,0.0732421875,0.0634765625,0.12890625,0.220703125,0.1640625,0.056640625,0.0556640625,0.1123046875,0.0888671875,0.4716796875,0.1025390625,0.04296875,0.033203125,0.2587890625,0.0517578125,0.017578125,0.021484375,0.0467712059617,0.00317839579657,0.0289976429194,0.0202515758574,0.152837052941,0.198477208614,0.0887791886926,0.0620096512139,0.103003591299,0.26934248209,0.114129178226,0.0461600758135,0.0470329150558,0.137012884021,0.119375668466,0.26934248209
139.272460938,135.719726562,130.548828125,83.0845118936,82.6376489084,82.5647683651,54.825145076,0.408621927426,3.30427327389,54.825145076,4.0336473827,112.701709088,0.993311047554,0.324217438698,0.192005366087,0.0591314285994,5.21447265913,0.638671875,0.2197265625,3,218.0,0.47213635049,3.0,"[221, 217, 213]","[39, 37, 34]","[139, 134, 121]",0.435546875,0.359375,0.205078125,0.7861328125,0.0498046875,0.0361328125,0.0771484375,0.0556640625,0.15625,0.228515625,0.1650390625,0.0615234375,0.0546875,0.060546875,0.1044921875,0.48828125,0.2998046875,0.0205078125,0.00390625,0.0146484375,0.029296875,0.0146484375,0.12890625,0.0591956041753,0.023940673098,0.0279804822057,0.0998279228806,0.246821165085,0.269861727953,0.269861727953,0.269861727953,0.239293366671,0.0169066414237,0.00153978634626,0.00828364491463,0.269861727953,0.269861727953,0.027766501531,0.0018340300303
112.33984375,120.61328125,34.873046875,23.3785453189,26.4879258198,25.8185052052,48.5326362943,-13.9167510812,41.5477876955,48.5326362943,45.1345901581,113.097531528,0.545887887478,0.0876471996307,0.0627600029111,0.0135390041396,4.118774351,0.4052734375,0.1572265625,8,51.875,0.788944487084,3.0,"[118, 138, 20]","[92, 92, 39]","[147, 132, 85]",0.5166015625,0.3740234375,0.109375,0.31640625,0.044921875,0.0400390625,0.099609375,0.07421875,0.142578125,0.228515625,0.1376953125,0.0615234375,0.0771484375,0.0458984375,0.0927734375,0.11328125,0.798828125,0.04296875,0.0146484375,0.0078125,0.013671875,0.0078125,0.0009765625,0.0330859236419,0.0252586491406,0.165918946266,0.30467826128,0.30467826128,0.110227011144,0.21752025187,0.0600107088685,0.0,0.0811984017491,0.0968015789986,0.18848028779,0.30467826128,0.30467826128,0.0510299950838,0.0178111437708
85.140625,84.7294921875,81.353515625,42.0694616035,41.3379751888,42.4450014926,35.3308604984,-0.517203550981,2.08972417465,35.3308604984,3.62178302121,150.174591219,0.948211669922,0.162778511643,0.0990940108895,0.0230871718377,4.88170610802,0.609375,0.2294921875,12,52.0,0.496418257456,3.0,"[93, 92, 88]","[51, 52, 48]","[169, 168, 168]",0.44140625,0.4306640625,0.1279296875,0.5224609375,0.2421875,0.052734375,0.0859375,0.091796875,0.1552734375,0.19140625,0.12109375,0.0732421875,0.0712890625,0.0556640625,0.1015625,0.2880859375,0.28125,0.1142578125,0.01953125,0.111328125,0.0947265625,0.01953125,0.0712890625,0.0783564671874,0.0143268965185,0.133029446006,0.13530215621,0.305951654911,0.116341628134,0.0517402850091,0.091802239418,0.0322158485651,0.166961118579,0.162463530898,0.023423358798,0.305951654911,0.305951654911,0.265265017748,0.104684352875
124.373046875,125.5703125,125.075195312,50.416928659,49.5963485604,47.8864135583,51.9284081078,-0.308617463986,0.0476212154991,51.9284081078,8.03008127101,210.304901091,0.795597612858,0.193593963981,0.124362260103,0.0451835356653,5.00276172309,0.6728515625,0.283203125,2,344.5,0.671192618692,3.0,"[127, 131, 122]","[78, 79, 86]","[212, 210, 213]",0.4345703125,0.3837890625,0.181640625,0.353515625,0.2265625,0.0703125,0.1044921875,0.0595703125,0.1298828125,0.17578125,0.119140625,0.06640625,0.0830078125,0.068359375,0.123046875,0.0908203125,0.16796875,0.18359375,0.009765625,0.142578125,0.1298828125,0.1552734375,0.1201171875,0.150326028466,0.124308295548,0.246394857764,0.126810908318,0.106742449105,0.0445932112634,0.00835697539151,0.0967590138316,0.168902143836,0.104561492801,0.0637367069721,0.246394857764,0.134885847569,0.0913436189294,0.224460482597,0.246394857764
119.920898438,108.137695312,80.453125,52.9402171747,41.1874950797,37.2712521957,45.5864802069,-0.107762702429,17.2202483228,45.5864802069,18.550000369,91.1185418875,0.713758587837,0.168977186084,0.0943580046296,0.0350408181548,4.83927167522,0.560546875,0.2392578125,4,143.5,0.565644514305,3.0,"[81, 79, 54]","[143, 123, 96]","[211, 179, 143]",0.5791015625,0.2392578125,0.181640625,0.6943359375,0.0,0.052734375,0.0927734375,0.0673828125,0.126953125,0.228515625,0.123046875,0.083984375,0.06640625,0.0546875,0.103515625,0.4326171875,0.5625,0.00390625,0.0,0.0,0.0,0.0,0.0009765625,0.077005378902,0.257971912622,0.257971912622,0.0,0.225898846984,0.0673671215773,0.0228276383132,0.149382576346,0.0764988362789,0.166477695107,0.0254499837756,0.146050915122,0.257971912622,0.257971912622,0.114837482572,0.257971912622
127.750976562,118.970703125,86.150390625,55.5070510286,51.4660378108,39.0437810129,49.1318302552,-1.92459566328,18.9165288652,49.1318302552,19.5091789217,93.956043564,0.951910793781,0.200954020023,0.106537923217,0.0345498248935,4.77680904094,0.5546875,0.2158203125,8,71.0,0.178409169988,3.0,"[170, 159, 115]","[48, 46, 33]","[102, 93, 68]",0.58203125,0.267578125,0.150390625,0.857421875,0.0048828125,0.0712890625,0.091796875,0.0869140625,0.11328125,0.1552734375,0.1162109375,0.083984375,0.072265625,0.064453125,0.14453125,0.3955078125,0.5966796875,0.001953125,0.0,0.001953125,0.001953125,0.0,0.001953125,0.228698551655,0.0875661894679,0.0233955290169,0.0946428179741,0.281230509281,0.0467554107308,0.104822076857,0.0563341118395,0.0268032848835,0.168412610888,0.134373500943,0.165606915951,0.136248841882,0.143472954631,0.0953937768936,0.0403745658696
114.297851562,102.55078125,90.439453125,55.6346739768,53.7680870674,51.7709823678,43.2088404807,2.74064901986,8.51034448521,43.2088404807,9.9894501953,111.336897389,0.962478399277,0.210894703865,0.120672665536,0.0424695014954,5.01824317118,0.5888671875,0.2255859375,6,100.5,0.0938513149283,3.0,"[128, 110, 92]","[37, 33, 32]","[195, 191, 185]",0.576171875,0.26953125,0.154296875,0.794921875,0.1259765625,0.0595703125,0.1015625,0.07421875,0.1240234375,0.1689453125,0.1337890625,0.0703125,0.0751953125,0.05859375,0.1337890625,0.7314453125,0.056640625,0.0146484375,0.0126953125,0.0693359375,0.0927734375,0.009765625,0.0126953125,0.113438531756,0.0113823059946,0.0600134246051,0.00884583033621,0.266702383757,0.241441547871,0.101971007884,0.0216443799436,0.0502749532461,0.112014569342,0.055782686919,0.266702383757,0.164174884558,0.204514414072,0.266702383757,0.217356741428
107.583007812,106.895507812,104.602539062,50.1842400904,52.5613278271,55.7398326053,44.261924993,-0.0955115152409,1.57185761819,44.261924993,3.62913551877,141.472683225,0.915567755699,0.204894393682,0.0729801133275,0.0133231794462,4.8626065322,0.4091796875,0.1806640625,5,83.8,0.891065488333,2.99999976158,"[64, 62, 57]","[171, 174, 178]","[130, 129, 124]",0.5322265625,0.2939453125,0.173828125,0.6513671875,0.296875,0.0517578125,0.0673828125,0.0693359375,0.16796875,0.2138671875,0.1376953125,0.064453125,0.05078125,0.060546875,0.1162109375,0.4443359375,0.2314453125,0.0224609375,0.00390625,0.2529296875,0.033203125,0.0068359375,0.0048828125,0.120860919356,0.23570086062,0.210733681917,0.0395313277841,0.0240171663463,0.23570086062,0.0719507262111,0.0325412973762,0.0126078305766,0.19618947804,0.075213573873,0.206995457411,0.131164371967,0.23570086062,0.23570086062,0.162313073874
110.271484375,117.9921875,91.296875,34.532996666,37.3994999327,30.8735410523,47.9274949279,-7.62042244155,13.5206873878,47.9274949279,16.3940383131,130.307013893,0.814044415951,0.140585631132,0.090817078948,0.0251568481326,4.75647911754,0.6298828125,0.2197265625,9,71.6666666667,0.38129739534,2.99999976158,"[142, 151, 119]","[103, 114, 84]","[57, 58, 49]",0.4033203125,0.396484375,0.2001953125,0.16796875,0.1474609375,0.0517578125,0.1044921875,0.0849609375,0.1484375,0.1689453125,0.126953125,0.0634765625,0.078125,0.0556640625,0.1171875,0.107421875,0.6494140625,0.09375,0.0458984375,0.0419921875,0.0380859375,0.0087890625,0.0146484375,0.054890088737,0.0781576633453,0.14787645638,0.238246783614,0.238246783614,0.0991035699844,0.133145168424,0.0645362213254,0.0308179780841,0.113254792988,0.143230125308,0.238246783614,0.142365217209,0.218785017729,0.0997715741396,0.0800822675228
134.79296875,133.788085938,107.709960938,60.5217718878,58.8790721012,62.0242270772,55.1969463616,-2.77502941203,15.6613369254,55.1969463616,20.9334481846,98.0238255875,0.816255807877,0.22181122005,0.121492490172,0.0340245813131,5.21844442248,0.6845703125,0.2568359375,3,233.666666667,0.819051834141,3.00000023842,"[152, 154, 123]","[79, 74, 46]","[211, 210, 199]",0.4111328125,0.396484375,0.1923828125,0.7509765625,0.1748046875,0.0517578125,0.0859375,0.0693359375,0.140625,0.2373046875,0.1474609375,0.0556640625,0.0615234375,0.0537109375,0.0966796875,0.580078125,0.19140625,0.06640625,0.12109375,0.0126953125,0.013671875,0.0,0.0146484375,0.141538798809,0.102576598525,0.222482055426,0.141759201884,0.0947457626462,0.0683908313513,0.0147623913363,0.0813452452421,0.0954880043864,0.102866224945,0.20146137476,0.0852821990848,0.235327810049,0.253267675638,0.253267675638,0.096989735961
127.250976562,122.149414062,93.125,47.5353127273,45.7889620173,37.9865056221,50.3768454556,-2.86429699426,16.3973587854,50.3768454556,17.2045356904,98.0546236798,0.745344877243,0.177688494325,0.0981587842107,0.0202976390719,4.93720620891,0.6201171875,0.2470703125,6,105.833333333,0.692194486516,3.00000023842,"[132, 129, 90]","[178, 168, 137]","[62, 58, 46]",0.412109375,0.3115234375,0.2763671875,0.775390625,0.009765625,0.0634765625,0.0830078125,0.091796875,0.140625,0.169921875,0.138671875,0.064453125,0.0771484375,0.0517578125,0.119140625,0.39453125,0.580078125,0.0107421875,0.0048828125,0.001953125,0.00390625,0.0029296875,0.0009765625,0.159075573087,0.0454590544105,0.0362573862076,0.0805831104517,0.215412974358,0.0828194245696,0.0751337409019,0.248391360044,0.110516384244,0.202579781413,0.0448956564069,0.145595580339,0.248391360044,0.248391360044,0.0329362303019,0.0918273478746
169.876953125,150.643554688,131.231445312,48.0554336492,53.3512543918,56.9004076787,63.1940324518,4.47036940525,13.5343601274,63.1940324518,17.6810673999,76.9304163205,0.833569645882,0.202118113637,0.150368109345,0.0704232677817,5.15629619171,0.744140625,0.3017578125,3,254.0,0.445188361438,2.99999976158,"[220, 201, 191]","[148, 143, 109]","[113, 66, 56]",0.396484375,0.396484375,0.20703125,0.8447265625,0.0,0.05859375,0.0986328125,0.0751953125,0.1318359375,0.193359375,0.123046875,0.0478515625,0.0791015625,0.064453125,0.1279296875,0.626953125,0.2900390625,0.001953125,0.0,0.0,0.0,0.0029296875,0.078125,0.169758528471,0.0,0.0426989756525,0.0933547839522,0.243821546435,0.237024188042,0.0752554386854,0.0432033315301,0.0880753323436,0.216201394796,0.243821546435,0.226095184684,0.146412983537,0.213907077909,0.150417804718,0.243821546435
171.083984375,161.935546875,148.841796875,56.7305925769,64.6285037893,68.4011059845,66.2174484114,1.55945498526,8.46170326911,66.2174484114,9.8330031439,95.0318892648,0.792841732502,0.247258514166,0.167686641216,0.0722085386515,5.15487761703,0.8740234375,0.357421875,1,895.0,0.168482688379,3.00000023842,"[229, 228, 222]","[155, 145, 125]","[94, 72, 60]",0.3984375,0.3720703125,0.2294921875,0.8203125,0.0908203125,0.0419921875,0.087890625,0.048828125,0.134765625,0.22265625,0.181640625,0.0654296875,0.060546875,0.0400390625,0.1162109375,0.52734375,0.3427734375,0.0234375,0.021484375,0.0341796875,0.0205078125,0.01171875,0.0185546875,0.259806990623,0.105046473444,0.150440737605,0.0228757634759,0.259806990623,0.259806990623,0.00873560924083,0.0573441460729,0.259806990623,0.072219081223,0.0207570139319,0.0387766510248,0.0710298642516,0.259806990623,0.259806990623,0.107375226915
91.16796875,96.8544921875,98.57421875,45.6793245654,73.4677684918,67.1435638275,41.1778030476,1.10304511232,1.46585896209,41.1778030476,23.8018102893,130.394927868,0.914149463177,0.245732903481,0.123367786407,0.034879989922,5.17516638226,0.728515625,0.3017578125,1,746.0,0.299537397178,3.0,"[55, 30, 35]","[103, 87, 93]","[123, 202, 193]",0.37109375,0.36328125,0.265625,0.4541015625,0.5380859375,0.044921875,0.091796875,0.0830078125,0.1455078125,0.2255859375,0.12890625,0.0615234375,0.078125,0.0478515625,0.0927734375,0.0166015625,0.001953125,0.00390625,0.373046875,0.1533203125,0.0126953125,0.017578125,0.4208984375,0.101477898657,0.263232469559,0.263232469559,0.118895679712,0.0129847433418,0.0783750787377,0.136764407158,0.0407516993582,0.0723267644644,0.0725608691573,0.127213537693,0.186933785677,0.0392479039729,0.259159862995,0.259820133448,0.263232469559
116.171875,124.694335938,79.1875,43.7834219438,40.5400954972,30.7907187213,50.2987323917,-10.5633591072,23.7661848733,50.2987323917,27.5036027886,109.036947371,0.934599757195,0.152978524566,0.109278395772,0.0413002371788,4.90311939616,0.806640625,0.3564453125,1,826.0,0.327897785827,3.0,"[122, 136, 85]","[72, 82, 47]","[180, 173, 121]",0.4609375,0.349609375,0.189453125,0.482421875,0.0087890625,0.060546875,0.1064453125,0.083984375,0.140625,0.1474609375,0.134765625,0.0693359375,0.0771484375,0.0625,0.1171875,0.212890625,0.5537109375,0.23046875,0.0,0.0009765625,0.0,0.001953125,0.0,0.237305507064,0.0853587165475,0.168011814356,0.221552476287,0.220646962523,0.0699170231819,0.076758928597,0.237305507064,0.0319947786629,0.237305507064,0.169450283051,0.237305507064,0.194614633918,0.0925690159202,0.0888062119484,0.199710294604
